Appliance,Power_Watts,Usage_Hours_Daily,Quantity,Usage_Days_Monthly,Region,Income_Level,Household_Size,Total_kWh_Monthly,Tariff_Bracket,Estimated_Bill_RWF
Phone Charger,7,2.52,1,28,Muhanga,Low,7,20.58,21-50 kWh,1959.8
LED Lamp,14,3.4,2,28,Muhanga,Low,7,20.58,21-50 kWh,1959.8
TV,119,2.22,1,25,Muhanga,Low,7,20.58,21-50 kWh,1959.8
TV,121,3.24,1,26,Kigali,Low,3,44.42,21-50 kWh,9350.2
Iron,1145,1.8,1,8,Kigali,Low,3,44.42,21-50 kWh,9350.2
Fan,46,3.59,2,28,Kigali,Low,3,44.42,21-50 kWh,9350.2
Phone Charger,15,3.39,3,27,Kigali,Low,3,44.42,21-50 kWh,9350.2
Radio,21,2.22,1,20,Kigali,Low,3,44.42,21-50 kWh,9350.2
LED Lamp,5,5.74,4,30,Kigali,Low,3,44.42,21-50 kWh,9350.2
Phone Charger,15,3.76,1,25,Kigali,Low,5,44.29,21-50 kWh,9309.9
Radio,25,4.67,1,29,Kigali,Low,5,44.29,21-50 kWh,9309.9
LED Lamp,6,3.84,5,28,Kigali,Low,5,44.29,21-50 kWh,9309.9
Fan,64,4.2,2,28,Kigali,Low,5,44.29,21-50 kWh,9309.9
Iron,1020,1.89,1,11,Kigali,Low,5,44.29,21-50 kWh,9309.9
LED Lamp,5,5.29,5,26,Rusizi,Low,3,16.59,0-20 kWh,1476.51
Radio,10,2.49,1,25,Rusizi,Low,3,16.59,0-20 kWh,1476.51
Fan,40,5.22,2,30,Rusizi,Low,3,16.59,0-20 kWh,1476.51
Radio,18,2.48,1,28,Kigali,Medium,6,169.5,50+ kWh,55175.5
Iron,959,1.85,1,4,Kigali,Medium,6,169.5,50+ kWh,55175.5
Phone Charger,5,3.55,4,29,Kigali,Medium,6,169.5,50+ kWh,55175.5
Electric Kettle,1323,1.44,1,21,Kigali,Medium,6,169.5,50+ kWh,55175.5
Refrigerator,131,24.0,1,30,Kigali,Medium,6,169.5,50+ kWh,55175.5
Blender,473,0.44,1,8,Kigali,Medium,6,169.5,50+ kWh,55175.5
LED Lamp,14,4.66,4,27,Kigali,Medium,6,169.5,50+ kWh,55175.5
Fan,70,4.23,2,16,Kigali,Medium,6,169.5,50+ kWh,55175.5
Laptop,55,4.12,1,29,Kigali,Medium,6,169.5,50+ kWh,55175.5
LED Lamp,5,5.1,4,27,Kigali,Low,6,21.01,21-50 kWh,2093.1
TV,95,2.62,1,28,Kigali,Low,6,21.01,21-50 kWh,2093.1
Radio,8,3.67,1,25,Kigali,Low,6,21.01,21-50 kWh,2093.1
Iron,831,1.25,1,4,Kigali,Low,6,21.01,21-50 kWh,2093.1
Fan,57,3.37,2,15,Kigali,Low,6,21.01,21-50 kWh,2093.1
Phone Charger,8,2.85,1,28,Kigali,Low,6,21.01,21-50 kWh,2093.1
TV,85,4.59,1,25,Kigali,Low,5,15.51,0-20 kWh,1380.39
LED Lamp,9,4.81,4,30,Kigali,Low,5,15.51,0-20 kWh,1380.39
Phone Charger,6,3.17,1,30,Kigali,Low,5,15.51,0-20 kWh,1380.39
TV,124,4.54,1,28,Muhanga,Low,5,26.66,21-50 kWh,3844.6
Radio,13,4.17,1,30,Muhanga,Low,5,26.66,21-50 kWh,3844.6
Phone Charger,5,2.1,1,29,Muhanga,Low,5,26.66,21-50 kWh,3844.6
Iron,922,1.72,1,4,Muhanga,Low,5,26.66,21-50 kWh,3844.6
Fan,54,2.71,1,18,Muhanga,Low,5,26.66,21-50 kWh,3844.6
Iron,985,2.43,1,4,Musanze,Medium,4,143.92,50+ kWh,45736.48
Phone Charger,9,5.52,3,28,Musanze,Medium,4,143.92,50+ kWh,45736.48
Blender,455,0.57,1,8,Musanze,Medium,4,143.92,50+ kWh,45736.48
LED Lamp,14,5.46,6,25,Musanze,Medium,4,143.92,50+ kWh,45736.48
Refrigerator,162,24.0,1,30,Musanze,Medium,4,143.92,50+ kWh,45736.48
LED Lamp,7,4.17,3,27,Muhanga,Low,8,34.15,21-50 kWh,6166.5
Iron,811,1.93,1,9,Muhanga,Low,8,34.15,21-50 kWh,6166.5
Radio,14,2.18,1,30,Muhanga,Low,8,34.15,21-50 kWh,6166.5
Fan,47,4.19,2,24,Muhanga,Low,8,34.15,21-50 kWh,6166.5
Phone Charger,11,2.68,2,30,Muhanga,Low,8,34.15,21-50 kWh,6166.5
TV,59,3.25,1,29,Muhanga,Low,8,34.15,21-50 kWh,6166.5
LED Lamp,5,3.01,5,25,Kigali,Low,7,23.48,21-50 kWh,2858.8
Phone Charger,7,2.59,1,29,Kigali,Low,7,23.48,21-50 kWh,2858.8
Radio,15,2.93,1,23,Kigali,Low,7,23.48,21-50 kWh,2858.8
TV,114,4.24,1,25,Kigali,Low,7,23.48,21-50 kWh,2858.8
Fan,62,2.68,1,28,Kigali,Low,7,23.48,21-50 kWh,2858.8
Iron,1074,0.62,1,5,Kigali,Low,7,23.48,21-50 kWh,2858.8
Phone Charger,8,2.54,2,26,Muhanga,Low,8,37.72,21-50 kWh,7273.2
LED Lamp,6,4.65,3,25,Muhanga,Low,8,37.72,21-50 kWh,7273.2
TV,93,4.14,1,29,Muhanga,Low,8,37.72,21-50 kWh,7273.2
Iron,1068,1.56,1,9,Muhanga,Low,8,37.72,21-50 kWh,7273.2
Radio,20,2.79,1,25,Muhanga,Low,8,37.72,21-50 kWh,7273.2
Fan,47,4.66,2,16,Muhanga,Low,8,37.72,21-50 kWh,7273.2
AC,2016,5.97,2,20,Kigali,High,8,891.48,50+ kWh,321586.12
Microwave,827,1.08,2,20,Kigali,High,8,891.48,50+ kWh,321586.12
Refrigerator,189,24.0,2,30,Kigali,High,8,891.48,50+ kWh,321586.12
Washing Machine,721,1.84,1,11,Kigali,High,8,891.48,50+ kWh,321586.12
Blender,558,0.72,1,16,Kigali,High,8,891.48,50+ kWh,321586.12
Fan,54,4.52,3,23,Kigali,High,8,891.48,50+ kWh,321586.12
LED Lamp,7,8.11,4,27,Kigali,High,8,891.48,50+ kWh,321586.12
Iron,818,2.89,2,6,Kigali,High,8,891.48,50+ kWh,321586.12
Laptop,50,7.95,3,25,Kigali,High,8,891.48,50+ kWh,321586.12
Fan,45,3.07,1,20,Kigali,Low,4,18.66,0-20 kWh,1660.74
Iron,1075,0.73,1,4,Kigali,Low,4,18.66,0-20 kWh,1660.74
TV,89,4.28,1,27,Kigali,Low,4,18.66,0-20 kWh,1660.74
Phone Charger,13,2.91,2,25,Kigali,Low,4,18.66,0-20 kWh,1660.74
Radio,9,2.73,1,24,Kigali,Low,4,18.66,0-20 kWh,1660.74
Blender,514,0.78,1,14,Rusizi,Medium,2,105.48,50+ kWh,31552.12
Electric Kettle,1179,0.94,1,20,Rusizi,Medium,2,105.48,50+ kWh,31552.12
Laptop,86,5.23,2,30,Rusizi,Medium,2,105.48,50+ kWh,31552.12
Iron,1058,1.43,1,11,Rusizi,Medium,2,105.48,50+ kWh,31552.12
TV,102,5.81,2,26,Rusizi,Medium,2,105.48,50+ kWh,31552.12
Washing Machine,414,1.57,1,5,Rusizi,Medium,2,105.48,50+ kWh,31552.12
Washing Machine,420,1.11,1,9,Huye,Medium,3,155.84,50+ kWh,50134.96
Laptop,58,4.0,2,26,Huye,Medium,3,155.84,50+ kWh,50134.96
Refrigerator,188,24.0,1,30,Huye,Medium,3,155.84,50+ kWh,50134.96
Phone Charger,5,5.31,4,27,Huye,Medium,3,155.84,50+ kWh,50134.96
Radio,23,2.56,1,23,Huye,Medium,3,155.84,50+ kWh,50134.96
LED Lamp,13,5.49,3,25,Huye,Low,6,11.5,0-20 kWh,1023.5
Fan,54,4.67,1,17,Huye,Low,6,11.5,0-20 kWh,1023.5
Radio,18,3.57,1,29,Huye,Low,6,11.5,0-20 kWh,1023.5
Refrigerator,128,24.0,1,30,Rubavu,High,8,519.21,50+ kWh,184218.49
LED Lamp,9,7.77,6,26,Rubavu,High,8,519.21,50+ kWh,184218.49
Laptop,80,3.65,3,26,Rubavu,High,8,519.21,50+ kWh,184218.49
Washing Machine,488,2.07,1,8,Rubavu,High,8,519.21,50+ kWh,184218.49
Phone Charger,5,6.85,4,30,Rubavu,High,8,519.21,50+ kWh,184218.49
Water Heater,2680,3.16,2,22,Rubavu,High,8,519.21,50+ kWh,184218.49
Iron,998,2.14,1,4,Rubavu,High,8,519.21,50+ kWh,184218.49
Electric Kettle,1378,0.64,1,21,Musanze,Medium,2,129.28,50+ kWh,40334.32
Fan,66,5.01,1,27,Musanze,Medium,2,129.28,50+ kWh,40334.32
Phone Charger,8,5.31,2,28,Musanze,Medium,2,129.28,50+ kWh,40334.32
Refrigerator,101,24.0,1,30,Musanze,Medium,2,129.28,50+ kWh,40334.32
LED Lamp,5,5.57,6,30,Musanze,Medium,2,129.28,50+ kWh,40334.32
TV,137,5.31,1,26,Musanze,Medium,2,129.28,50+ kWh,40334.32
Blender,551,0.51,1,10,Musanze,Medium,2,129.28,50+ kWh,40334.32
Fan,47,3.65,1,25,Rubavu,Low,3,25.3,21-50 kWh,3423.0
TV,55,4.83,1,26,Rubavu,Low,3,25.3,21-50 kWh,3423.0
Iron,1175,1.0,1,12,Rubavu,Low,3,25.3,21-50 kWh,3423.0
Phone Charger,5,2.25,1,27,Rubavu,Low,2,17.09,0-20 kWh,1521.01
LED Lamp,9,3.63,5,29,Rubavu,Low,2,17.09,0-20 kWh,1521.01
Iron,1141,0.62,1,10,Rubavu,Low,2,17.09,0-20 kWh,1521.01
Fan,41,2.53,2,24,Rubavu,Low,2,17.09,0-20 kWh,1521.01
Iron,1141,1.03,1,7,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Blender,580,0.6,1,11,Muhanga,Medium,5,218.21,50+ kWh,73149.49
TV,75,5.93,2,28,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Fan,64,7.85,3,20,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Radio,9,2.48,1,30,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Refrigerator,161,24.0,1,30,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Phone Charger,13,3.95,3,26,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Laptop,45,2.07,2,20,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Electric Kettle,1049,1.16,1,22,Muhanga,Medium,5,218.21,50+ kWh,73149.49
Phone Charger,10,4.95,2,28,Rusizi,Medium,2,59.52,50+ kWh,14592.88
Fan,75,3.86,1,20,Rusizi,Medium,2,59.52,50+ kWh,14592.88
TV,112,4.62,1,29,Rusizi,Medium,2,59.52,50+ kWh,14592.88
Laptop,48,5.99,2,26,Rusizi,Medium,2,59.52,50+ kWh,14592.88
Iron,1122,1.56,1,12,Rusizi,Medium,2,59.52,50+ kWh,14592.88
LED Lamp,7,7.08,7,30,Nyagatare,High,2,499.8,50+ kWh,177056.2
AC,2042,4.72,1,19,Nyagatare,High,2,499.8,50+ kWh,177056.2
Fan,50,8.99,2,30,Nyagatare,High,2,499.8,50+ kWh,177056.2
Iron,1093,1.76,2,5,Nyagatare,High,2,499.8,50+ kWh,177056.2
Laptop,49,3.87,3,23,Nyagatare,High,2,499.8,50+ kWh,177056.2
Water Heater,2197,3.37,1,22,Nyagatare,High,2,499.8,50+ kWh,177056.2
Phone Charger,8,7.46,6,27,Nyagatare,High,2,499.8,50+ kWh,177056.2
Washing Machine,442,2.69,1,6,Nyagatare,High,2,499.8,50+ kWh,177056.2
Electric Kettle,1014,1.82,1,29,Nyagatare,High,2,499.8,50+ kWh,177056.2
TV,77,6.16,1,29,Nyagatare,High,2,499.8,50+ kWh,177056.2
Refrigerator,144,24.0,1,30,Nyagatare,Medium,7,139.18,50+ kWh,43987.42
LED Lamp,9,7.8,3,28,Nyagatare,Medium,7,139.18,50+ kWh,43987.42
Phone Charger,6,4.04,2,29,Nyagatare,Medium,7,139.18,50+ kWh,43987.42
Iron,1104,1.65,1,9,Nyagatare,Medium,7,139.18,50+ kWh,43987.42
Fan,52,7.09,2,16,Nyagatare,Medium,7,139.18,50+ kWh,43987.42
LED Lamp,9,5.4,5,30,Muhanga,Medium,4,87.91,50+ kWh,25068.79
Phone Charger,13,4.51,2,27,Muhanga,Medium,4,87.91,50+ kWh,25068.79
Blender,496,0.42,1,13,Muhanga,Medium,4,87.91,50+ kWh,25068.79
TV,142,4.95,2,26,Muhanga,Medium,4,87.91,50+ kWh,25068.79
Electric Kettle,1113,0.79,1,23,Muhanga,Medium,4,87.91,50+ kWh,25068.79
Iron,823,1.82,1,12,Muhanga,Medium,4,87.91,50+ kWh,25068.79
TV,98,2.08,1,26,Kigali,Low,3,24.18,21-50 kWh,3075.8
Radio,7,2.26,1,20,Kigali,Low,3,24.18,21-50 kWh,3075.8
Iron,932,0.62,1,11,Kigali,Low,3,24.18,21-50 kWh,3075.8
LED Lamp,5,5.12,4,26,Kigali,Low,3,24.18,21-50 kWh,3075.8
Fan,67,5.1,1,25,Kigali,Low,3,24.18,21-50 kWh,3075.8
Phone Charger,12,3.21,1,26,Kigali,Low,3,24.18,21-50 kWh,3075.8
TV,117,4.65,1,29,Kigali,Low,5,38.91,21-50 kWh,7642.1
Iron,1127,0.97,1,8,Kigali,Low,5,38.91,21-50 kWh,7642.1
Phone Charger,9,3.47,1,25,Kigali,Low,5,38.91,21-50 kWh,7642.1
Fan,71,4.46,1,25,Kigali,Low,5,38.91,21-50 kWh,7642.1
Radio,18,2.08,1,24,Kigali,Low,5,38.91,21-50 kWh,7642.1
LED Lamp,8,4.43,5,27,Kigali,Low,5,38.91,21-50 kWh,7642.1
Iron,953,1.99,1,12,Musanze,Low,2,29.4,21-50 kWh,4694.0
LED Lamp,5,3.25,2,30,Musanze,Low,2,29.4,21-50 kWh,4694.0
TV,101,2.08,1,27,Musanze,Low,2,29.4,21-50 kWh,4694.0
Radio,23,1.83,1,28,Kigali,Medium,7,223.73,50+ kWh,75186.37
Laptop,73,3.36,2,30,Kigali,Medium,7,223.73,50+ kWh,75186.37
Fan,65,3.18,2,17,Kigali,Medium,7,223.73,50+ kWh,75186.37
Refrigerator,167,24.0,1,30,Kigali,Medium,7,223.73,50+ kWh,75186.37
Electric Kettle,1128,1.31,1,23,Kigali,Medium,7,223.73,50+ kWh,75186.37
LED Lamp,11,6.03,4,30,Kigali,Medium,7,223.73,50+ kWh,75186.37
Blender,322,0.35,1,19,Kigali,Medium,7,223.73,50+ kWh,75186.37
Iron,1063,1.9,1,10,Kigali,Medium,7,223.73,50+ kWh,75186.37
TV,142,3.82,1,30,Kigali,Medium,7,223.73,50+ kWh,75186.37
LED Lamp,7,7.7,3,30,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Refrigerator,164,24.0,1,30,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Blender,404,0.33,1,8,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Laptop,82,3.2,2,24,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Fan,42,5.44,3,22,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Radio,6,2.01,1,24,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Phone Charger,9,4.11,2,30,Muhanga,Medium,8,185.78,50+ kWh,61182.82
TV,130,4.86,2,25,Muhanga,Medium,8,185.78,50+ kWh,61182.82
Blender,467,0.55,1,17,Kigali,Medium,2,82.14,50+ kWh,22939.66
Fan,41,3.07,2,22,Kigali,Medium,2,82.14,50+ kWh,22939.66
Electric Kettle,1233,1.17,1,20,Kigali,Medium,2,82.14,50+ kWh,22939.66
TV,143,4.98,2,27,Kigali,Medium,2,82.14,50+ kWh,22939.66
Iron,946,0.52,1,10,Kigali,Medium,2,82.14,50+ kWh,22939.66
Phone Charger,15,7.18,3,29,Rubavu,High,5,296.93,50+ kWh,102197.17
Blender,337,0.95,2,20,Rubavu,High,5,296.93,50+ kWh,102197.17
TV,108,6.96,2,26,Rubavu,High,5,296.93,50+ kWh,102197.17
Iron,1165,2.9,2,7,Rubavu,High,5,296.93,50+ kWh,102197.17
LED Lamp,11,6.58,7,26,Rubavu,High,5,296.93,50+ kWh,102197.17
Microwave,996,0.6,1,18,Rubavu,High,5,296.93,50+ kWh,102197.17
Water Heater,2897,2.58,1,22,Rubavu,High,5,296.93,50+ kWh,102197.17
Phone Charger,7,2.91,2,27,Kigali,Low,8,20.65,21-50 kWh,1981.5
Radio,10,3.26,1,21,Kigali,Low,8,20.65,21-50 kWh,1981.5
Iron,1162,1.21,1,6,Kigali,Low,8,20.65,21-50 kWh,1981.5
TV,81,3.13,1,30,Kigali,Low,8,20.65,21-50 kWh,1981.5
LED Lamp,11,4.27,2,30,Kigali,Low,8,20.65,21-50 kWh,1981.5
Fan,73,3.72,1,19,Rubavu,Medium,5,36.94,21-50 kWh,7031.4
Electric Kettle,1125,0.56,1,20,Rubavu,Medium,5,36.94,21-50 kWh,7031.4
Washing Machine,707,1.64,1,6,Rubavu,Medium,5,36.94,21-50 kWh,7031.4
Laptop,83,2.8,2,20,Rubavu,Medium,5,36.94,21-50 kWh,7031.4
Phone Charger,15,3.48,2,28,Rubavu,Medium,5,36.94,21-50 kWh,7031.4
TV,148,3.61,2,29,Musanze,Medium,7,174.49,50+ kWh,57016.81
Iron,814,1.33,1,9,Musanze,Medium,7,174.49,50+ kWh,57016.81
Fan,48,4.0,3,30,Musanze,Medium,7,174.49,50+ kWh,57016.81
LED Lamp,8,6.66,6,25,Musanze,Medium,7,174.49,50+ kWh,57016.81
Refrigerator,131,24.0,1,30,Musanze,Medium,7,174.49,50+ kWh,57016.81
Laptop,40,3.43,1,29,Musanze,Medium,7,174.49,50+ kWh,57016.81
Phone Charger,13,4.88,4,25,Musanze,Medium,7,174.49,50+ kWh,57016.81
Blender,410,0.47,1,20,Musanze,Medium,7,174.49,50+ kWh,57016.81
LED Lamp,10,7.62,3,29,Kigali,Medium,6,178.92,50+ kWh,58651.48
Laptop,71,5.1,2,29,Kigali,Medium,6,178.92,50+ kWh,58651.48
Phone Charger,10,3.68,3,30,Kigali,Medium,6,178.92,50+ kWh,58651.48
Iron,1074,1.04,1,12,Kigali,Medium,6,178.92,50+ kWh,58651.48
Blender,372,0.51,1,8,Kigali,Medium,6,178.92,50+ kWh,58651.48
Refrigerator,140,24.0,1,30,Kigali,Medium,6,178.92,50+ kWh,58651.48
Electric Kettle,1076,0.79,1,26,Kigali,Medium,6,178.92,50+ kWh,58651.48
Washing Machine,464,1.99,1,11,Kigali,Medium,6,178.92,50+ kWh,58651.48
Refrigerator,131,24.0,1,30,Kigali,Medium,8,167.24,50+ kWh,54341.56
Laptop,87,4.57,2,29,Kigali,Medium,8,167.24,50+ kWh,54341.56
Iron,1075,2.32,1,5,Kigali,Medium,8,167.24,50+ kWh,54341.56
TV,104,4.6,1,28,Kigali,Medium,8,167.24,50+ kWh,54341.56
Radio,13,1.93,1,20,Kigali,Medium,8,167.24,50+ kWh,54341.56
Electric Kettle,1187,0.72,1,25,Kigali,Medium,8,167.24,50+ kWh,54341.56
Blender,452,0.52,1,9,Kigali,Medium,8,167.24,50+ kWh,54341.56
Iron,910,1.92,1,12,Kigali,Low,3,32.07,21-50 kWh,5521.7
TV,57,2.5,1,30,Kigali,Low,3,32.07,21-50 kWh,5521.7
Phone Charger,12,2.87,1,28,Kigali,Low,3,32.07,21-50 kWh,5521.7
Fan,54,3.19,2,17,Kigali,Low,3,32.07,21-50 kWh,5521.7
Fan,57,4.23,2,25,Musanze,Low,8,28.89,21-50 kWh,4535.9
Phone Charger,6,2.85,1,28,Musanze,Low,8,28.89,21-50 kWh,4535.9
Radio,20,2.45,1,22,Musanze,Low,8,28.89,21-50 kWh,4535.9
TV,108,2.12,1,28,Musanze,Low,8,28.89,21-50 kWh,4535.9
LED Lamp,8,4.02,4,27,Musanze,Low,8,28.89,21-50 kWh,4535.9
Iron,1021,0.66,1,8,Musanze,Low,8,28.89,21-50 kWh,4535.9
Blender,498,0.62,1,15,Nyagatare,High,8,544.5,50+ kWh,193550.5
Fan,61,9.87,2,27,Nyagatare,High,8,544.5,50+ kWh,193550.5
TV,103,7.34,2,28,Nyagatare,High,8,544.5,50+ kWh,193550.5
Refrigerator,112,24.0,2,30,Nyagatare,High,8,544.5,50+ kWh,193550.5
AC,2927,5.68,1,11,Nyagatare,High,8,544.5,50+ kWh,193550.5
Washing Machine,591,2.13,1,12,Nyagatare,High,8,544.5,50+ kWh,193550.5
Iron,849,1.99,1,9,Nyagatare,High,8,544.5,50+ kWh,193550.5
Phone Charger,10,6.71,4,25,Nyagatare,High,8,544.5,50+ kWh,193550.5
Microwave,910,0.83,1,24,Nyagatare,High,8,544.5,50+ kWh,193550.5
Electric Kettle,1405,1.67,1,28,Nyagatare,High,8,544.5,50+ kWh,193550.5
Blender,454,0.58,1,17,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Phone Charger,12,4.89,4,27,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
LED Lamp,15,8.0,4,27,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Radio,24,2.48,1,29,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
TV,148,5.19,2,27,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Electric Kettle,1228,1.03,1,25,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Washing Machine,465,1.86,1,7,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Iron,1094,0.73,1,11,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Laptop,79,3.47,1,29,Nyagatare,Medium,4,121.39,50+ kWh,37422.91
Iron,1200,0.81,1,6,Kigali,Low,2,11.73,0-20 kWh,1043.97
Phone Charger,12,3.99,2,28,Kigali,Low,2,11.73,0-20 kWh,1043.97
Fan,54,2.71,1,22,Kigali,Low,2,11.73,0-20 kWh,1043.97
TV,131,6.3,3,27,Huye,High,6,1210.42,50+ kWh,439274.98
Water Heater,2686,3.96,2,24,Huye,High,6,1210.42,50+ kWh,439274.98
Refrigerator,193,24.0,1,30,Huye,High,6,1210.42,50+ kWh,439274.98
Washing Machine,484,1.58,1,7,Huye,High,6,1210.42,50+ kWh,439274.98
Fan,40,7.77,4,29,Huye,High,6,1210.42,50+ kWh,439274.98
Blender,558,0.79,1,16,Huye,High,6,1210.42,50+ kWh,439274.98
AC,1739,5.43,2,18,Huye,High,6,1210.42,50+ kWh,439274.98
LED Lamp,5,8.07,5,28,Huye,High,6,1210.42,50+ kWh,439274.98
Iron,863,2.81,2,9,Huye,High,6,1210.42,50+ kWh,439274.98
Electric Kettle,1358,1.24,1,27,Huye,High,6,1210.42,50+ kWh,439274.98
Laptop,82,6.33,1,21,Huye,High,6,1210.42,50+ kWh,439274.98
TV,123,4.13,1,27,Kigali,Low,2,25.7,21-50 kWh,3547.0
Iron,1193,0.93,1,8,Kigali,Low,2,25.7,21-50 kWh,3547.0
LED Lamp,15,3.83,2,27,Kigali,Low,2,25.7,21-50 kWh,3547.0
LED Lamp,9,4.89,3,30,Nyagatare,Low,4,24.22,21-50 kWh,3088.2
Phone Charger,13,2.54,1,25,Nyagatare,Low,4,24.22,21-50 kWh,3088.2
Radio,8,4.84,1,22,Nyagatare,Low,4,24.22,21-50 kWh,3088.2
Iron,932,1.69,1,4,Nyagatare,Low,4,24.22,21-50 kWh,3088.2
TV,82,2.65,1,29,Nyagatare,Low,4,24.22,21-50 kWh,3088.2
Fan,42,5.93,1,24,Nyagatare,Low,4,24.22,21-50 kWh,3088.2
Laptop,55,3.08,3,24,Huye,High,3,306.5,50+ kWh,105728.5
Microwave,1163,0.61,1,23,Huye,High,3,306.5,50+ kWh,105728.5
Phone Charger,14,6.58,4,28,Huye,High,3,306.5,50+ kWh,105728.5
Fan,53,4.61,3,17,Huye,High,3,306.5,50+ kWh,105728.5
Water Heater,2522,2.91,1,29,Huye,High,3,306.5,50+ kWh,105728.5
Blender,544,0.96,1,11,Huye,High,3,306.5,50+ kWh,105728.5
LED Lamp,7,8.25,7,27,Huye,High,3,306.5,50+ kWh,105728.5
TV,63,7.85,2,26,Huye,High,3,306.5,50+ kWh,105728.5
Washing Machine,440,2.77,1,5,Muhanga,High,6,406.16,50+ kWh,142503.04
Laptop,88,5.63,1,23,Muhanga,High,6,406.16,50+ kWh,142503.04
Fan,47,7.44,2,26,Muhanga,High,6,406.16,50+ kWh,142503.04
Phone Charger,8,5.45,3,30,Muhanga,High,6,406.16,50+ kWh,142503.04
Electric Kettle,1150,1.77,2,30,Muhanga,High,6,406.16,50+ kWh,142503.04
AC,2459,4.26,1,13,Muhanga,High,6,406.16,50+ kWh,142503.04
Blender,337,0.55,2,20,Muhanga,High,6,406.16,50+ kWh,142503.04
Iron,872,1.66,1,7,Muhanga,High,6,406.16,50+ kWh,142503.04
Refrigerator,126,24.0,1,30,Muhanga,High,6,406.16,50+ kWh,142503.04
Iron,846,2.35,1,12,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Radio,12,1.27,1,20,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Blender,363,0.34,1,16,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Phone Charger,9,3.25,4,28,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Refrigerator,190,24.0,1,30,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Laptop,76,2.82,2,23,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Electric Kettle,1350,1.24,1,25,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Fan,59,6.36,1,29,Nyagatare,Medium,3,228.8,50+ kWh,77057.2
Fan,43,6.61,3,15,Kigali,High,8,521.25,50+ kWh,184971.25
Washing Machine,449,1.6,1,8,Kigali,High,8,521.25,50+ kWh,184971.25
AC,2618,6.34,1,15,Kigali,High,8,521.25,50+ kWh,184971.25
Water Heater,2262,2.1,1,21,Kigali,High,8,521.25,50+ kWh,184971.25
Phone Charger,6,4.94,6,26,Kigali,High,8,521.25,50+ kWh,184971.25
Refrigerator,101,24.0,1,30,Kigali,High,8,521.25,50+ kWh,184971.25
TV,131,5.97,1,30,Kigali,High,8,521.25,50+ kWh,184971.25
Blender,482,0.74,1,10,Kigali,High,8,521.25,50+ kWh,184971.25
Iron,920,1.19,1,10,Kigali,High,8,521.25,50+ kWh,184971.25
LED Lamp,11,5.4,7,26,Kigali,High,8,521.25,50+ kWh,184971.25
Electric Kettle,1195,1.11,1,21,Kigali,High,8,521.25,50+ kWh,184971.25
TV,68,3.58,1,27,Rubavu,Low,2,20.84,21-50 kWh,2040.4
Iron,1095,1.57,1,4,Rubavu,Low,2,20.84,21-50 kWh,2040.4
LED Lamp,15,3.94,5,25,Rubavu,Low,2,20.84,21-50 kWh,2040.4
Phone Charger,13,3.43,1,25,Muhanga,Low,3,31.3,21-50 kWh,5283.0
Radio,22,3.86,1,29,Muhanga,Low,3,31.3,21-50 kWh,5283.0
Fan,44,2.96,1,21,Muhanga,Low,3,31.3,21-50 kWh,5283.0
Iron,885,1.63,1,7,Muhanga,Low,3,31.3,21-50 kWh,5283.0
TV,118,3.51,1,28,Muhanga,Low,3,31.3,21-50 kWh,5283.0
LED Lamp,13,4.87,2,26,Muhanga,Low,3,31.3,21-50 kWh,5283.0
LED Lamp,9,4.67,3,26,Muhanga,Medium,5,142.66,50+ kWh,45271.54
Blender,309,0.79,1,19,Muhanga,Medium,5,142.66,50+ kWh,45271.54
Refrigerator,124,24.0,1,30,Muhanga,Medium,5,142.66,50+ kWh,45271.54
Phone Charger,6,4.49,2,25,Muhanga,Medium,5,142.66,50+ kWh,45271.54
TV,127,3.59,2,27,Muhanga,Medium,5,142.66,50+ kWh,45271.54
Electric Kettle,1335,0.73,1,20,Muhanga,Medium,5,142.66,50+ kWh,45271.54
